id	cluster_size
NC_000913.3_1886	1
NC_000913.3_2547	1
NC_000913.3_55	1
NC_000913.3_3644	1
NC_000913.3_508	2
NC_000913.3_3269	1
NC_000913.3_2972	1
NC_000913.3_443	1
NC_000913.3_1817	2
NC_000913.3_3758	2
NC_000913.3_715	1
NC_000913.3_3749	1
NC_000913.3_4125	1
NC_000913.3_3829	1
NC_000913.3_927	1
NC_000913.3_1718	1
NC_000913.3_504	1
NC_000913.3_396	1
NC_000913.3_158	6
NC_000913.3_4024	2
NC_000913.3_2978	1
NC_000913.3_3107	1
NC_000913.3_3563	1
NC_000913.3_4147	1
NC_000913.3_3968	1
NC_000913.3_919	1
NC_000913.3_3690	1
NC_000913.3_1516	1
NC_000913.3_277	1
NC_000913.3_1244	1
NC_000913.3_1790	1
NC_000913.3_2954	1
NC_000913.3_2933	1
NC_000913.3_3584	1
NC_000913.3_2443	1
NC_000913.3_1238	1
NC_000913.3_2114	1
NC_000913.3_1666	1
NC_000913.3_792	1
NC_000913.3_920	1
NC_000913.3_1229	1
NC_000913.3_2993	1
NC_000913.3_1443	1
NC_000913.3_1534	3
NC_000913.3_1424	1
NC_000913.3_2607	1
NC_000913.3_1167	2
NC_000913.3_2082	2
NC_000913.3_113	1
NC_000913.3_1631	1
NC_000913.3_2402	1
NC_000913.3_2385	1
NC_000913.3_2670	1
NC_000913.3_740	1
NC_000913.3_3425	1
NC_000913.3_52	1
NC_000913.3_2123	1
NC_000913.3_1680	1
NC_000913.3_834	1
NC_000913.3_1322	1
NC_000913.3_2919	1
NC_000913.3_4016	1
NC_000913.3_1372	1
NC_000913.3_3390	1
NC_000913.3_769	1
NC_000913.3_2311	1
NC_000913.3_3480	1
NC_000913.3_3436	1
NC_000913.3_2809	2
NC_000913.3_1835	3
NC_000913.3_78	1
NC_000913.3_2930	1
NC_000913.3_950	1
NC_000913.3_239	1
NC_000913.3_1984	1
NC_000913.3_2326	1
NC_000913.3_1747	1
NC_000913.3_3301	1
NC_000913.3_4182	8
NC_000913.3_513	1
NC_000913.3_2515	1
NC_000913.3_1045	1
NC_000913.3_1531	1
NC_000913.3_2897	1
NC_000913.3_4305	1
NC_000913.3_2612	1
NC_000913.3_1349	1
NC_000913.3_988	1
NC_000913.3_3646	2
NC_000913.3_3793	1
NC_000913.3_109	1
NC_000913.3_524	1
NC_000913.3_3700	1
NC_000913.3_3479	1
NC_000913.3_2852	2
NC_000913.3_4111	1
NC_000913.3_1294	1
NC_000913.3_3505	1
NC_000913.3_3226	1
NC_000913.3_1067	1
NC_000913.3_2767	1
NC_000913.3_1510	3
NC_000913.3_2799	1
NC_000913.3_240	1
NC_000913.3_2955	1
NC_000913.3_1095	1
NC_000913.3_2062	1
NC_000913.3_909	1
NC_000913.3_1336	1
NC_000913.3_103	1
NC_000913.3_3373	5
NC_000913.3_855	2
NC_000913.3_4260	2
NC_000913.3_1290	1
NC_000913.3_236	3
NC_000913.3_1070	1
NC_000913.3_3452	1
NC_000913.3_1258	4
NC_000913.3_1842	1
NC_000913.3_4279	1
NC_000913.3_2759	1
NC_000913.3_2798	1
NC_000913.3_2445	1
NC_000913.3_2724	1
NC_000913.3_677	1
NC_000913.3_3410	1
NC_000913.3_2899	1
NC_000913.3_3612	1
NC_000913.3_1966	1
NC_000913.3_3175	1
NC_000913.3_848	1
NC_000913.3_2444	1
NC_000913.3_482	1
NC_000913.3_2910	2
NC_000913.3_917	1
NC_000913.3_1404	1
NC_000913.3_4277	1
NC_000913.3_1221	1
NC_000913.3_2450	1
NC_000913.3_1831	1
NC_000913.3_993	1
NC_000913.3_3428	1
NC_000913.3_1123	1
NC_000913.3_2674	1
NC_000913.3_857	1
NC_000913.3_403	1
NC_000913.3_2676	1
NC_000913.3_4046	1
NC_000913.3_2109	1
NC_000913.3_3852	1
NC_000913.3_4212	1
NC_000913.3_2100	1
NC_000913.3_3742	1
NC_000913.3_3185	1
NC_000913.3_3211	1
NC_000913.3_1015	1
NC_000913.3_157	1
NC_000913.3_4075	1
NC_000913.3_250	3
NC_000913.3_2965	1
NC_000913.3_3318	1
NC_000913.3_4206	1
NC_000913.3_1481	2
NC_000913.3_4235	1
NC_000913.3_3352	1
NC_000913.3_2779	1
NC_000913.3_2637	1
NC_000913.3_2361	1
NC_000913.3_3045	1
NC_000913.3_3412	3
NC_000913.3_1723	1
NC_000913.3_2207	1
NC_000913.3_537	1
NC_000913.3_3068	1
NC_000913.3_234	2
NC_000913.3_2261	1
NC_000913.3_4108	1
NC_000913.3_4145	1
NC_000913.3_4201	1
NC_000913.3_3530	1
NC_000913.3_195	1
NC_000913.3_1874	2
NC_000913.3_3906	1
NC_000913.3_3323	1
NC_000913.3_2888	1
NC_000913.3_3777	1
NC_000913.3_1813	8
NC_000913.3_1299	1
NC_000913.3_3514	1
NC_000913.3_3317	1
NC_000913.3_694	1
NC_000913.3_795	1
NC_000913.3_3528	1
NC_000913.3_3035	1
NC_000913.3_1469	1
NC_000913.3_1215	1
NC_000913.3_42	2
NC_000913.3_2839	1
NC_000913.3_2549	1
NC_000913.3_4102	1
NC_000913.3_2327	1
NC_000913.3_641	1
NC_000913.3_3559	1
NC_000913.3_1150	1
NC_000913.3_2540	1
NC_000913.3_3199	1
NC_000913.3_406	1
NC_000913.3_1181	2
NC_000913.3_367	1
NC_000913.3_882	1
NC_000913.3_3171	2
NC_000913.3_619	1
NC_000913.3_700	1
NC_000913.3_2412	1
NC_000913.3_4068	1
NC_000913.3_3149	2
NC_000913.3_355	1
NC_000913.3_3202	1
NC_000913.3_190	1
NC_000913.3_1837	1
NC_000913.3_162	1
NC_000913.3_1415	1
NC_000913.3_787	1
NC_000913.3_1597	1
NC_000913.3_3817	2
NC_000913.3_2480	1
NC_000913.3_3295	1
NC_000913.3_2835	1
NC_000913.3_514	1
NC_000913.3_2525	1
NC_000913.3_1946	1
NC_000913.3_2299	1
NC_000913.3_604	1
NC_000913.3_3634	1
NC_000913.3_2973	1
NC_000913.3_3246	1
NC_000913.3_4088	1
NC_000913.3_3744	1
NC_000913.3_49	1
NC_000913.3_3938	3
NC_000913.3_1241	1
NC_000913.3_1639	1
NC_000913.3_1645	1
NC_000913.3_4144	1
NC_000913.3_4188	1
NC_000913.3_92	1
NC_000913.3_597	1
NC_000913.3_693	1
NC_000913.3_819	1
NC_000913.3_3770	1
NC_000913.3_2952	1
NC_000913.3_3753	1
NC_000913.3_4163	1
NC_000913.3_1912	1
NC_000913.3_1008	1
NC_000913.3_2117	2
NC_000913.3_3915	1
NC_000913.3_4205	1
NC_000913.3_273	1
NC_000913.3_3447	1
NC_000913.3_1088	1
NC_000913.3_1821	1
NC_000913.3_3847	1
NC_000913.3_1558	1
NC_000913.3_1573	1
NC_000913.3_2180	3
NC_000913.3_3375	1
NC_000913.3_2994	1
NC_000913.3_764	1
NC_000913.3_1002	2
NC_000913.3_2722	1
NC_000913.3_2794	1
NC_000913.3_2591	2
NC_000913.3_2169	2
NC_000913.3_4083	1
NC_000913.3_1958	1
NC_000913.3_2936	1
NC_000913.3_3865	1
NC_000913.3_770	1
NC_000913.3_107	1
NC_000913.3_922	1
NC_000913.3_357	1
NC_000913.3_265	4
NC_000913.3_2286	1
NC_000913.3_2999	1
NC_000913.3_1460	1
NC_000913.3_959	3
NC_000913.3_3262	1
NC_000913.3_2397	1
NC_000913.3_3036	1
NC_000913.3_3816	1
NC_000913.3_1568	1
NC_000913.3_4289	1
NC_000913.3_2073	1
NC_000913.3_3985	1
NC_000913.3_947	1
NC_000913.3_860	1
NC_000913.3_2489	1
NC_000913.3_3046	1
NC_000913.3_908	1
NC_000913.3_2293	1
NC_000913.3_2928	1
NC_000913.3_674	8
NC_000913.3_1890	1
NC_000913.3_3736	1
NC_000913.3_3602	1
NC_000913.3_4199	1
NC_000913.3_1814	1
NC_000913.3_3265	1
NC_000913.3_2711	1
NC_000913.3_1257	1
NC_000913.3_1989	1
NC_000913.3_3058	1
NC_000913.3_2858	1
NC_000913.3_3197	2
NC_000913.3_2187	1
NC_000913.3_606	1
NC_000913.3_3255	1
NC_000913.3_2494	1
NC_000913.3_4149	1
NC_000913.3_1595	1
NC_000913.3_1672	1
NC_000913.3_3836	1
NC_000913.3_1321	1
NC_000913.3_3221	1
NC_000913.3_3561	1
NC_000913.3_3220	2
NC_000913.3_401	1
NC_000913.3_1385	1
NC_000913.3_1010	1
NC_000913.3_3125	1
NC_000913.3_2030	1
NC_000913.3_1514	1
NC_000913.3_3513	1
NC_000913.3_2594	1
NC_000913.3_283	1
NC_000913.3_1974	1
NC_000913.3_633	2
NC_000913.3_2034	1
NC_000913.3_3420	1
NC_000913.3_2756	1
NC_000913.3_4146	1
NC_000913.3_1140	4
NC_000913.3_3339	1
NC_000913.3_4127	1
NC_000913.3_181	1
NC_000913.3_477	1
NC_000913.3_3156	1
NC_000913.3_3719	1
NC_000913.3_1	1
NC_000913.3_3629	1
NC_000913.3_173	1
NC_000913.3_3567	1
NC_000913.3_3761	1
NC_000913.3_2532	1
NC_000913.3_1875	1
NC_000913.3_2165	1
NC_000913.3_2576	1
NC_000913.3_903	1
NC_000913.3_878	1
NC_000913.3_471	1
NC_000913.3_867	1
NC_000913.3_2074	1
NC_000913.3_1930	1
NC_000913.3_983	1
NC_000913.3_3718	1
NC_000913.3_2263	1
NC_000913.3_785	1
NC_000913.3_61	1
NC_000913.3_918	1
NC_000913.3_1297	1
NC_000913.3_2014	2
NC_000913.3_924	1
NC_000913.3_799	1
NC_000913.3_1502	1
NC_000913.3_2029	1
NC_000913.3_2376	1
NC_000913.3_3106	1
NC_000913.3_2068	1
NC_000913.3_1497	1
NC_000913.3_3737	2
NC_000913.3_3473	1
NC_000913.3_2771	2
NC_000913.3_2188	1
NC_000913.3_759	1
NC_000913.3_2338	1
NC_000913.3_550	1
NC_000913.3_2860	1
NC_000913.3_3684	1
NC_000913.3_3792	1
NC_000913.3_67	1
NC_000913.3_2592	1
NC_000913.3_1823	4
NC_000913.3_2640	1
NC_000913.3_904	1
NC_000913.3_1300	1
NC_000913.3_1100	1
NC_000913.3_2131	1
NC_000913.3_2116	1
NC_000913.3_2639	1
NC_000913.3_3951	1
NC_000913.3_2719	1
NC_000913.3_2983	1
NC_000913.3_4021	3
NC_000913.3_176	1
NC_000913.3_20	1
NC_000913.3_511	1
NC_000913.3_2533	2
NC_000913.3_3558	1
NC_000913.3_957	1
NC_000913.3_2236	1
NC_000913.3_2649	1
NC_000913.3_3369	1
NC_000913.3_4217	1
NC_000913.3_3290	1
NC_000913.3_625	1
NC_000913.3_2686	1
NC_000913.3_727	1
NC_000913.3_2611	5
NC_000913.3_281	1
NC_000913.3_3795	2
NC_000913.3_221	1
NC_000913.3_1711	1
NC_000913.3_4138	1
NC_000913.3_4215	1
NC_000913.3_1210	1
NC_000913.3_1847	1
NC_000913.3_3184	1
NC_000913.3_1511	1
NC_000913.3_2827	1
NC_000913.3_4220	1
NC_000913.3_264	1
NC_000913.3_2762	1
NC_000913.3_545	1
NC_000913.3_3529	1
NC_000913.3_2370	1
NC_000913.3_1447	2
NC_000913.3_1594	1
NC_000913.3_2499	1
NC_000913.3_3958	1
NC_000913.3_3190	1
NC_000913.3_3824	1
NC_000913.3_308	1
NC_000913.3_1202	1
NC_000913.3_3089	1
NC_000913.3_2294	1
NC_000913.3_2948	1
NC_000913.3_449	1
NC_000913.3_2527	1
NC_000913.3_2531	1
NC_000913.3_316	1
NC_000913.3_3695	1
NC_000913.3_3002	1
NC_000913.3_3167	1
NC_000913.3_4053	1
NC_000913.3_2186	1
NC_000913.3_3016	2
NC_000913.3_1544	1
NC_000913.3_4162	1
NC_000913.3_2396	1
NC_000913.3_748	1
NC_000913.3_906	1
NC_000913.3_4300	1
NC_000913.3_170	1
NC_000913.3_1870	1
NC_000913.3_1976	1
NC_000913.3_673	1
NC_000913.3_3137	1
NC_000913.3_3382	1
NC_000913.3_1344	1
NC_000913.3_2243	1
NC_000913.3_470	2
NC_000913.3_717	1
NC_000913.3_1449	1
NC_000913.3_484	1
NC_000913.3_1985	2
NC_000913.3_189	1
NC_000913.3_3556	1
NC_000913.3_1879	1
NC_000913.3_3308	1
NC_000913.3_3950	1
NC_000913.3_3302	1
NC_000913.3_2692	1
NC_000913.3_2250	1
NC_000913.3_1214	1
NC_000913.3_1466	1
NC_000913.3_210	1
NC_000913.3_1916	1
NC_000913.3_146	1
NC_000913.3_3599	2
NC_000913.3_1920	1
NC_000913.3_1566	1
NC_000913.3_3652	1
NC_000913.3_996	1
NC_000913.3_1537	1
NC_000913.3_521	2
NC_000913.3_2009	3
NC_000913.3_2335	1
NC_000913.3_335	1
NC_000913.3_1952	1
NC_000913.3_3934	1
NC_000913.3_2905	1
NC_000913.3_466	1
NC_000913.3_490	1
NC_000913.3_1389	1
NC_000913.3_1451	1
NC_000913.3_539	1
NC_000913.3_58	1
NC_000913.3_3411	1
NC_000913.3_4313	1
NC_000913.3_1429	1
NC_000913.3_2804	1
NC_000913.3_3041	1
NC_000913.3_2757	1
NC_000913.3_4015	1
NC_000913.3_2033	1
NC_000913.3_883	1
NC_000913.3_2229	1
NC_000913.3_2865	1
NC_000913.3_2826	1
NC_000913.3_164	1
NC_000913.3_4177	1
NC_000913.3_178	1
NC_000913.3_696	1
NC_000913.3_2845	1
NC_000913.3_2426	4
NC_000913.3_3706	1
NC_000913.3_3104	1
NC_000913.3_3517	1
NC_000913.3_4240	1
NC_000913.3_1656	1
NC_000913.3_2276	1
NC_000913.3_183	1
NC_000913.3_1287	1
NC_000913.3_1729	1
NC_000913.3_890	1
NC_000913.3_2427	1
NC_000913.3_1622	1
NC_000913.3_3837	1
NC_000913.3_1663	1
NC_000913.3_2031	1
NC_000913.3_2790	1
NC_000913.3_1359	1
NC_000913.3_3361	1
NC_000913.3_3009	1
NC_000913.3_4020	1
NC_000913.3_104	2
NC_000913.3_3640	8
NC_000913.3_3820	1
NC_000913.3_1478	1
NC_000913.3_2064	1
NC_000913.3_3587	1
NC_000913.3_3784	1
NC_000913.3_1387	3
NC_000913.3_1107	1
NC_000913.3_1918	1
NC_000913.3_3080	1
NC_000913.3_3257	1
NC_000913.3_824	1
NC_000913.3_110	3
NC_000913.3_3273	1
NC_000913.3_3198	4
NC_000913.3_3307	1
NC_000913.3_3617	1
NC_000913.3_2834	1
NC_000913.3_3840	1
NC_000913.3_1540	1
NC_000913.3_2044	1
NC_000913.3_2729	4
NC_000913.3_300	1
NC_000913.3_340	1
NC_000913.3_1445	1
NC_000913.3_2371	1
NC_000913.3_2552	1
NC_000913.3_4248	1
NC_000913.3_2967	1
NC_000913.3_3601	1
NC_000913.3_4179	1
NC_000913.3_3557	5
NC_000913.3_1841	1
NC_000913.3_2882	1
NC_000913.3_1311	1
NC_000913.3_2805	1
NC_000913.3_847	9
NC_000913.3_1058	1
NC_000913.3_425	1
NC_000913.3_4214	1
NC_000913.3_2120	1
NC_000913.3_1279	1
NC_000913.3_2287	1
NC_000913.3_2154	1
NC_000913.3_1230	1
NC_000913.3_2673	1
NC_000913.3_491	2
NC_000913.3_2441	1
NC_000913.3_802	1
NC_000913.3_1304	1
NC_000913.3_675	2
NC_000913.3_3067	1
NC_000913.3_56	1
NC_000913.3_3060	1
NC_000913.3_1020	1
NC_000913.3_3975	1
NC_000913.3_1362	1
NC_000913.3_774	1
NC_000913.3_789	1
NC_000913.3_2891	1
NC_000913.3_1052	1
NC_000913.3_431	1
NC_000913.3_732	1
NC_000913.3_1620	1
NC_000913.3_2699	1
NC_000913.3_2615	1
NC_000913.3_3659	1
NC_000913.3_3147	1
NC_000913.3_1096	1
NC_000913.3_274	1
NC_000913.3_3723	1
NC_000913.3_57	1
NC_000913.3_989	1
NC_000913.3_1340	1
NC_000913.3_1992	1
NC_000913.3_1967	1
NC_000913.3_1180	1
NC_000913.3_1745	1
NC_000913.3_2623	1
NC_000913.3_1420	1
NC_000913.3_2501	1
NC_000913.3_4076	1
NC_000913.3_2484	1
NC_000913.3_3520	2
NC_000913.3_2710	5
NC_000913.3_1797	2
NC_000913.3_72	2
NC_000913.3_343	1
NC_000913.3_483	1
NC_000913.3_1590	1
NC_000913.3_3766	2
NC_000913.3_2487	1
NC_000913.3_3158	1
NC_000913.3_3362	1
NC_000913.3_612	2
NC_000913.3_939	1
NC_000913.3_3021	1
NC_000913.3_4142	1
NC_000913.3_2696	1
NC_000913.3_1097	1
NC_000913.3_2473	1
NC_000913.3_1509	1
NC_000913.3_885	1
NC_000913.3_2626	1
NC_000913.3_4238	1
NC_000913.3_1754	1
NC_000913.3_1309	1
NC_000913.3_817	1
NC_000913.3_3408	1
NC_000913.3_1249	1
NC_000913.3_1567	1
NC_000913.3_3804	1
NC_000913.3_1762	5
NC_000913.3_3345	1
NC_000913.3_1785	1
NC_000913.3_4005	1
NC_000913.3_400	2
NC_000913.3_2741	1
NC_000913.3_1915	2
NC_000913.3_175	1
NC_000913.3_1418	1
NC_000913.3_3112	1
NC_000913.3_3383	1
NC_000913.3_3623	1
NC_000913.3_1895	1
NC_000913.3_3974	1
NC_000913.3_2339	1
NC_000913.3_4250	1
NC_000913.3_317	1
NC_000913.3_3193	7
NC_000913.3_3161	1
NC_000913.3_838	1
NC_000913.3_2716	1
NC_000913.3_417	1
NC_000913.3_1707	1
NC_000913.3_1955	1
NC_000913.3_2582	1
NC_000913.3_2106	3
NC_000913.3_4207	1
NC_000913.3_2598	1
NC_000913.3_2085	2
NC_000913.3_476	1
NC_000913.3_2513	1
NC_000913.3_3735	2
NC_000913.3_1803	1
NC_000913.3_3801	1
NC_000913.3_1251	1
NC_000913.3_3274	1
NC_000913.3_154	1
NC_000913.3_2135	3
NC_000913.3_2475	5
NC_000913.3_1024	1
NC_000913.3_4221	2
NC_000913.3_4156	1
NC_000913.3_1701	2
NC_000913.3_1296	12
NC_000913.3_1607	1
NC_000913.3_3622	1
NC_000913.3_902	1
NC_000913.3_2751	1
NC_000913.3_3061	1
NC_000913.3_3544	1
NC_000913.3_3206	1
NC_000913.3_1194	1
NC_000913.3_2026	1
NC_000913.3_4181	1
NC_000913.3_3908	2
NC_000913.3_697	1
NC_000913.3_985	1
NC_000913.3_3278	1
NC_000913.3_2001	1
NC_000913.3_1834	1
NC_000913.3_3550	2
NC_000913.3_2765	1
NC_000913.3_3802	1
NC_000913.3_879	1
NC_000913.3_786	1
NC_000913.3_1574	1
NC_000913.3_2346	1
NC_000913.3_1213	1
NC_000913.3_2708	1
NC_000913.3_1924	1
NC_000913.3_1037	1
NC_000913.3_3572	5
NC_000913.3_1584	1
NC_000913.3_1766	1
NC_000913.3_3685	1
NC_000913.3_2867	1
NC_000913.3_827	1
NC_000913.3_1201	1
NC_000913.3_1649	1
NC_000913.3_2147	1
NC_000913.3_1865	1
NC_000913.3_1143	1
NC_000913.3_3037	1
NC_000913.3_2451	1
NC_000913.3_3300	1
NC_000913.3_1038	1
NC_000913.3_1444	1
NC_000913.3_1617	2
NC_000913.3_4098	1
NC_000913.3_4115	1
NC_000913.3_481	1
NC_000913.3_2258	1
NC_000913.3_1441	1
NC_000913.3_1255	1
NC_000913.3_963	2
NC_000913.3_2648	1
NC_000913.3_3765	1
NC_000913.3_982	1
NC_000913.3_951	1
NC_000913.3_803	1
NC_000913.3_390	1
NC_000913.3_1522	1
NC_000913.3_1861	1
NC_000913.3_3289	1
NC_000913.3_196	1
NC_000913.3_1779	1
NC_000913.3_861	1
NC_000913.3_4101	1
NC_000913.3_2353	1
NC_000913.3_3328	1
NC_000913.3_928	1
NC_000913.3_1988	1
NC_000913.3_3638	1
NC_000913.3_3414	2
NC_000913.3_3218	1
NC_000913.3_3429	2
NC_000913.3_2534	1
NC_000913.3_3665	1
NC_000913.3_3370	1
NC_000913.3_1208	1
NC_000913.3_749	2
NC_000913.3_4256	13
NC_000913.3_3096	1
NC_000913.3_1829	1
NC_000913.3_1089	1
NC_000913.3_59	1
NC_000913.3_285	1
NC_000913.3_1319	1
NC_000913.3_3391	1
NC_000913.3_3351	1
NC_000913.3_660	1
NC_000913.3_661	16
NC_000913.3_1664	1
NC_000913.3_1667	1
NC_000913.3_977	1
NC_000913.3_3249	1
NC_000913.3_2076	1
NC_000913.3_3386	1
NC_000913.3_3552	2
NC_000913.3_1610	1
NC_000913.3_25	1
NC_000913.3_1922	1
NC_000913.3_1371	1
NC_000913.3_2246	1
NC_000913.3_3967	1
NC_000913.3_120	1
NC_000913.3_2511	1
NC_000913.3_3592	1
NC_000913.3_3783	1
NC_000913.3_1993	1
NC_000913.3_4191	2
NC_000913.3_1986	1
NC_000913.3_2435	1
NC_000913.3_3215	1
NC_000913.3_3662	1
NC_000913.3_1608	1
NC_000913.3_3932	1
NC_000913.3_1991	1
NC_000913.3_3385	1
NC_000913.3_892	2
NC_000913.3_1585	1
NC_000913.3_1029	1
NC_000913.3_3500	1
NC_000913.3_2667	1
NC_000913.3_64	1
NC_000913.3_2133	1
NC_000913.3_1302	1
NC_000913.3_4249	1
NC_000913.3_1026	1
NC_000913.3_2728	1
NC_000913.3_4318	1
NC_000913.3_2595	1
NC_000913.3_1929	1
NC_000913.3_2222	1
NC_000913.3_194	1
NC_000913.3_3010	1
NC_000913.3_2247	1
NC_000913.3_1068	1
NC_000913.3_2541	1
NC_000913.3_284	1
NC_000913.3_623	1
NC_000913.3_3782	1
NC_000913.3_3887	1
NC_000913.3_3709	1
NC_000913.3_4307	1
NC_000913.3_1048	1
NC_000913.3_2132	1
NC_000913.3_2303	1
NC_000913.3_2485	1
NC_000913.3_456	1
NC_000913.3_910	1
NC_000913.3_1941	1
NC_000913.3_3516	1
NC_000913.3_4312	1
NC_000913.3_655	1
NC_000913.3_51	1
NC_000913.3_3791	3
NC_000913.3_3977	1
NC_000913.3_3475	1
NC_000913.3_2542	1
NC_000913.3_2900	1
NC_000913.3_657	1
NC_000913.3_1438	1
NC_000913.3_4073	1
NC_000913.3_894	1
NC_000913.3_4086	2
NC_000913.3_534	1
NC_000913.3_2191	1
NC_000913.3_4136	1
NC_000913.3_313	1
NC_000913.3_1448	1
NC_000913.3_3377	1
NC_000913.3_1592	1
NC_000913.3_3448	2
NC_000913.3_672	1
NC_000913.3_3884	1
NC_000913.3_2551	1
NC_000913.3_2013	1
NC_000913.3_2524	1
NC_000913.3_3641	1
NC_000913.3_1937	1
NC_000913.3_588	1
NC_000913.3_1675	1
NC_000913.3_3148	1
NC_000913.3_464	1
NC_000913.3_1521	1
NC_000913.3_592	3
NC_000913.3_1515	1
NC_000913.3_38	1
NC_000913.3_531	1
NC_000913.3_2841	1
NC_000913.3_627	1
NC_000913.3_3415	1
NC_000913.3_638	1
NC_000913.3_1699	3
NC_000913.3_3264	1
NC_000913.3_934	1
NC_000913.3_1293	1
NC_000913.3_2411	1
NC_000913.3_3927	1
NC_000913.3_640	1
NC_000913.3_1334	1
NC_000913.3_1388	1
NC_000913.3_368	2
NC_000913.3_3103	1
NC_000913.3_2745	1
NC_000913.3_4023	1
NC_000913.3_772	1
NC_000913.3_1267	1
NC_000913.3_1253	1
NC_000913.3_1168	1
NC_000913.3_2796	1
NC_000913.3_2139	1
NC_000913.3_3633	1
NC_000913.3_3945	1
NC_000913.3_2103	1
NC_000913.3_1959	1
NC_000913.3_2093	1
NC_000913.3_3823	1
NC_000913.3_2630	1
NC_000913.3_981	1
NC_000913.3_2778	1
NC_000913.3_2545	1
NC_000913.3_2772	1
NC_000913.3_4232	1
NC_000913.3_1243	1
NC_000913.3_3446	1
NC_000913.3_244	1
NC_000913.3_1041	1
NC_000913.3_1312	1
NC_000913.3_3615	1
NC_000913.3_566	1
NC_000913.3_3855	1
NC_000913.3_3492	1
NC_000913.3_1479	1
NC_000913.3_4031	1
NC_000913.3_1432	6
NC_000913.3_420	1
NC_000913.3_2795	2
NC_000913.3_3038	1
NC_000913.3_2204	1
NC_000913.3_1442	1
NC_000913.3_321	1
NC_000913.3_1155	1
NC_000913.3_2008	1
NC_000913.3_3260	1
NC_000913.3_1108	1
NC_000913.3_994	1
NC_000913.3_3117	1
NC_000913.3_2415	1
NC_000913.3_436	1
NC_000913.3_1175	1
NC_000913.3_4297	1
NC_000913.3_2256	1
NC_000913.3_2700	1
NC_000913.3_3771	1
NC_000913.3_767	1
NC_000913.3_2310	1
NC_000913.3_1391	1
NC_000913.3_1182	1
NC_000913.3_1492	1
NC_000913.3_758	1
NC_000913.3_3937	1
NC_000913.3_818	1
NC_000913.3_845	1
NC_000913.3_3546	1
NC_000913.3_2242	1
NC_000913.3_3651	1
NC_000913.3_410	1
NC_000913.3_1552	1
NC_000913.3_688	2
NC_000913.3_699	2
NC_000913.3_1198	1
NC_000913.3_614	2
NC_000913.3_1374	1
NC_000913.3_4019	1
NC_000913.3_2749	1
NC_000913.3_4128	1
NC_000913.3_2645	1
NC_000913.3_2977	1
NC_000913.3_2571	1
NC_000913.3_2651	1
NC_000913.3_2401	1
NC_000913.3_1083	1
NC_000913.3_4043	1
NC_000913.3_2726	2
NC_000913.3_520	1
NC_000913.3_3468	2
NC_000913.3_1820	1
NC_000913.3_3805	1
NC_000913.3_1682	3
NC_000913.3_3740	1
NC_000913.3_2271	1
NC_000913.3_363	1
NC_000913.3_570	1
NC_000913.3_429	1
NC_000913.3_2638	1
NC_000913.3_576	2
NC_000913.3_1755	1
NC_000913.3_4254	1
NC_000913.3_3406	1
NC_000913.3_3128	1
NC_000913.3_2325	1
NC_000913.3_2173	33
NC_000913.3_1022	1
NC_000913.3_3488	1
NC_000913.3_1833	2
NC_000913.3_2281	1
NC_000913.3_1264	1
NC_000913.3_2182	1
NC_000913.3_1132	1
NC_000913.3_197	5
NC_000913.3_1783	1
NC_000913.3_3926	1
NC_000913.3_1314	1
NC_000913.3_840	1
NC_000913.3_1819	1
NC_000913.3_3988	1
NC_000913.3_1809	3
NC_000913.3_965	2
NC_000913.3_3774	1
NC_000913.3_1093	1
NC_000913.3_1901	1
NC_000913.3_1380	1
NC_000913.3_2269	1
NC_000913.3_2111	1
NC_000913.3_1998	1
NC_000913.3_2422	1
NC_000913.3_1457	2
NC_000913.3_2631	1
NC_000913.3_2069	1
NC_000913.3_2669	1
NC_000913.3_385	3
NC_000913.3_3279	4
NC_000913.3_3379	1
NC_000913.3_3327	1
NC_000913.3_122	1
NC_000913.3_3730	1
NC_000913.3_3169	1
NC_000913.3_3668	1
NC_000913.3_1708	1
NC_000913.3_2384	1
NC_000913.3_650	1
NC_000913.3_1207	2
NC_000913.3_3885	2
NC_000913.3_1914	1
NC_000913.3_2588	1
NC_000913.3_2817	1
NC_000913.3_3660	1
NC_000913.3_1261	1
NC_000913.3_119	1
NC_000913.3_905	1
NC_000913.3_2364	1
NC_000913.3_2219	1
NC_000913.3_2555	4
NC_000913.3_2770	1
NC_000913.3_121	1
NC_000913.3_889	2
NC_000913.3_191	1
NC_000913.3_4013	1
NC_000913.3_3354	1
NC_000913.3_172	1
NC_000913.3_1868	1
NC_000913.3_886	1
NC_000913.3_1032	1
NC_000913.3_788	1
NC_000913.3_1600	4
NC_000913.3_2317	2
NC_000913.3_444	1
NC_000913.3_413	1
NC_000913.3_3025	1
NC_000913.3_4263	1
NC_000913.3_2308	1
NC_000913.3_1086	1
NC_000913.3_658	1
NC_000913.3_3150	1
NC_000913.3_753	1
NC_000913.3_4082	1
NC_000913.3_2783	6
NC_000913.3_4058	1
NC_000913.3_1613	1
NC_000913.3_2439	2
NC_000913.3_362	1
NC_000913.3_3789	1
NC_000913.3_739	3
NC_000913.3_2519	1
NC_000913.3_4059	1
NC_000913.3_598	1
NC_000913.3_1545	2
NC_000913.3_370	1
NC_000913.3_2015	1
NC_000913.3_1705	1
NC_000913.3_1164	1
NC_000913.3_1315	1
NC_000913.3_887	1
NC_000913.3_1237	1
