source	target	abs_weight	norm_weight
NC_000913.3_1044	NC_000913.3_1380	1	1.0
NC_000913.3_1013	NC_000913.3_3923	1	0.5
NC_000913.3_1013	NC_000913.3_1014	1	1.0
NC_000913.3_3380	NC_000913.3_3379	1	1.0
NC_000913.3_925	NC_000913.3_924	1	1.0
NC_000913.3_256	NC_000913.3_255	1	1.0
NC_000913.3_736	NC_000913.3_735	1	1.0
NC_000913.3_3071	NC_000913.3_3072	1	1.0
NC_000913.3_2424	NC_000913.3_2423	1	1.0
NC_000913.3_2424	NC_000913.3_2425	1	1.0
NC_000913.3_1750	NC_000913.3_1554	1	0.04
NC_000913.3_1750	NC_000913.3_2429	1	0.04
NC_000913.3_1750	NC_000913.3_2591	1	0.02
NC_000913.3_1750	NC_000913.3_3215	1	0.04
NC_000913.3_1750	NC_000913.3_850	1	0.04
NC_000913.3_1750	NC_000913.3_1207	1	0.02
NC_000913.3_1750	NC_000913.3_1751	1	0.04
NC_000913.3_1750	NC_000913.3_2964	1	0.04
NC_000913.3_1750	NC_000913.3_2537	1	0.04
NC_000913.3_1750	NC_000913.3_2539	1	0.04
NC_000913.3_1750	NC_000913.3_3945	1	0.04
NC_000913.3_2150	NC_000913.3_2151	1	1.0
NC_000913.3_686	NC_000913.3_3527	1	1.0
NC_000913.3_1921	NC_000913.3_1920	1	0.5
NC_000913.3_1921	NC_000913.3_1922	1	0.5
NC_000913.3_2613	NC_000913.3_2612	1	1.0
NC_000913.3_3760	NC_000913.3_4182	1	0.125
NC_000913.3_3760	NC_000913.3_3761	1	1.0
NC_000913.3_629	NC_000913.3_2173	1	0.030303030303030304
NC_000913.3_3733	NC_000913.3_1422	1	0.2
NC_000913.3_3733	NC_000913.3_3734	1	1.0
NC_000913.3_1710	NC_000913.3_4171	1	0.5
NC_000913.3_4222	NC_000913.3_4221	1	0.5
NC_000913.3_235	NC_000913.3_236	1	0.3333333333333333
NC_000913.3_302	NC_000913.3_301	1	1.0
NC_000913.3_302	NC_000913.3_303	1	1.0
NC_000913.3_2196	NC_000913.3_1456	1	0.5
NC_000913.3_3139	NC_000913.3_3138	1	1.0
NC_000913.3_1191	NC_000913.3_3414	1	0.25
NC_000913.3_2354	NC_000913.3_2353	1	0.5
NC_000913.3_2354	NC_000913.3_2245	1	0.25
NC_000913.3_424	NC_000913.3_661	1	0.0625
NC_000913.3_1554	NC_000913.3_1555	1	1.0
NC_000913.3_1288	NC_000913.3_1287	1	1.0
NC_000913.3_1288	NC_000913.3_1289	1	1.0
NC_000913.3_3344	NC_000913.3_3061	1	0.3333333333333333
NC_000913.3_1850	NC_000913.3_2902	1	0.5
NC_000913.3_1997	NC_000913.3_1998	1	1.0
NC_000913.3_4029	NC_000913.3_1823	1	0.25
NC_000913.3_4029	NC_000913.3_1773	1	0.06666666666666667
NC_000913.3_1713	NC_000913.3_719	1	0.16666666666666666
NC_000913.3_1072	NC_000913.3_2135	1	0.3333333333333333
NC_000913.3_318	NC_000913.3_317	1	1.0
NC_000913.3_131	NC_000913.3_132	1	1.0
NC_000913.3_1406	NC_000913.3_1405	1	1.0
NC_000913.3_2855	NC_000913.3_371	1	1.0
NC_000913.3_1580	NC_000913.3_4056	1	0.25
NC_000913.3_1580	NC_000913.3_1868	1	0.5
NC_000913.3_3407	NC_000913.3_3406	1	1.0
NC_000913.3_3407	NC_000913.3_3408	1	1.0
NC_000913.3_4056	NC_000913.3_1865	1	0.5
NC_000913.3_659	NC_000913.3_658	1	1.0
NC_000913.3_4231	NC_000913.3_4230	1	1.0
NC_000913.3_3346	NC_000913.3_3345	1	0.5
NC_000913.3_3560	NC_000913.3_3561	1	1.0
NC_000913.3_2619	NC_000913.3_2618	1	1.0
NC_000913.3_2514	NC_000913.3_2513	1	1.0
NC_000913.3_2514	NC_000913.3_2515	1	1.0
NC_000913.3_359	NC_000913.3_411	1	0.125
NC_000913.3_359	NC_000913.3_360	1	1.0
NC_000913.3_704	NC_000913.3_994	1	1.0
NC_000913.3_647	NC_000913.3_646	1	1.0
NC_000913.3_716	NC_000913.3_717	1	1.0
NC_000913.3_3238	NC_000913.3_3237	1	1.0
NC_000913.3_3688	NC_000913.3_2680	1	0.08333333333333333
NC_000913.3_3688	NC_000913.3_158	1	0.013888888888888888
NC_000913.3_371	NC_000913.3_2857	1	1.0
NC_000913.3_4166	NC_000913.3_890	1	0.25
NC_000913.3_4166	NC_000913.3_3401	1	0.08333333333333333
NC_000913.3_4166	NC_000913.3_3544	1	0.25
NC_000913.3_1275	NC_000913.3_1274	1	1.0
NC_000913.3_2025	NC_000913.3_2024	1	1.0
NC_000913.3_972	NC_000913.3_973	1	0.5
NC_000913.3_48	NC_000913.3_49	1	1.0
NC_000913.3_832	NC_000913.3_3599	1	0.5
NC_000913.3_832	NC_000913.3_3309	1	0.5
NC_000913.3_1525	NC_000913.3_550	1	1.0
NC_000913.3_899	NC_000913.3_898	1	1.0
NC_000913.3_899	NC_000913.3_900	1	0.5
NC_000913.3_1222	NC_000913.3_1076	1	0.16666666666666666
NC_000913.3_1222	NC_000913.3_3295	1	0.16666666666666666
NC_000913.3_1222	NC_000913.3_2920	1	0.041666666666666664
NC_000913.3_1222	NC_000913.3_3225	1	0.16666666666666666
NC_000913.3_71	NC_000913.3_72	1	0.5
NC_000913.3_33	NC_000913.3_34	1	1.0
NC_000913.3_3495	NC_000913.3_3374	1	0.1111111111111111
NC_000913.3_3495	NC_000913.3_2880	1	0.3333333333333333
NC_000913.3_581	NC_000913.3_1862	1	0.5
NC_000913.3_581	NC_000913.3_582	1	1.0
NC_000913.3_3469	NC_000913.3_2164	1	0.0625
NC_000913.3_2600	NC_000913.3_1258	1	0.25
NC_000913.3_2388	NC_000913.3_2387	1	1.0
NC_000913.3_2388	NC_000913.3_847	1	0.1111111111111111
NC_000913.3_128	NC_000913.3_129	1	1.0
NC_000913.3_1987	NC_000913.3_2739	1	1.0
NC_000913.3_1987	NC_000913.3_2741	1	1.0
NC_000913.3_1908	NC_000913.3_2460	1	0.09090909090909091
NC_000913.3_1908	NC_000913.3_2612	1	0.09090909090909091
NC_000913.3_1908	NC_000913.3_2606	1	0.09090909090909091
NC_000913.3_1908	NC_000913.3_957	1	0.09090909090909091
NC_000913.3_1908	NC_000913.3_959	1	0.030303030303030304
NC_000913.3_1908	NC_000913.3_2645	1	0.09090909090909091
NC_000913.3_4213	NC_000913.3_4214	1	1.0
NC_000913.3_776	NC_000913.3_1911	1	0.05555555555555555
NC_000913.3_4211	NC_000913.3_661	1	0.0625
NC_000913.3_4211	NC_000913.3_4212	1	1.0
NC_000913.3_1846	NC_000913.3_1845	1	1.0
NC_000913.3_102	NC_000913.3_101	1	1.0
NC_000913.3_102	NC_000913.3_103	1	1.0
NC_000913.3_1806	NC_000913.3_1807	1	1.0
NC_000913.3_2656	NC_000913.3_2173	1	0.030303030303030304
NC_000913.3_2892	NC_000913.3_2891	1	1.0
NC_000913.3_2892	NC_000913.3_2893	1	1.0
NC_000913.3_1228	NC_000913.3_1229	1	1.0
NC_000913.3_1627	NC_000913.3_378	1	0.16666666666666666
NC_000913.3_808	NC_000913.3_809	1	1.0
NC_000913.3_2144	NC_000913.3_4295	1	0.5
NC_000913.3_2557	NC_000913.3_710	1	0.5
NC_000913.3_4236	NC_000913.3_3181	1	0.3333333333333333
NC_000913.3_2810	NC_000913.3_2809	1	0.5
NC_000913.3_4271	NC_000913.3_3548	1	0.16666666666666666
NC_000913.3_2046	NC_000913.3_327	1	0.07692307692307693
NC_000913.3_3079	NC_000913.3_3080	1	1.0
NC_000913.3_2732	NC_000913.3_358	1	0.08333333333333333
NC_000913.3_3181	NC_000913.3_2629	1	0.25
NC_000913.3_2496	NC_000913.3_1813	1	0.125
NC_000913.3_2496	NC_000913.3_2497	1	1.0
NC_000913.3_523	NC_000913.3_522	1	1.0
NC_000913.3_1289	NC_000913.3_1290	1	1.0
NC_000913.3_3681	NC_000913.3_3680	1	1.0
NC_000913.3_4278	NC_000913.3_4279	1	1.0
NC_000913.3_1477	NC_000913.3_3193	2	0.07142857142857142
NC_000913.3_479	NC_000913.3_480	1	1.0
NC_000913.3_2681	NC_000913.3_1167	1	0.5
NC_000913.3_2681	NC_000913.3_1912	1	1.0
NC_000913.3_1677	NC_000913.3_719	1	0.16666666666666666
NC_000913.3_3315	NC_000913.3_3314	1	1.0
NC_000913.3_3315	NC_000913.3_3316	1	1.0
NC_000913.3_3568	NC_000913.3_3569	1	1.0
NC_000913.3_2168	NC_000913.3_2169	1	0.5
NC_000913.3_3237	NC_000913.3_3984	1	0.5
NC_000913.3_4175	NC_000913.3_3640	1	0.041666666666666664
NC_000913.3_2780	NC_000913.3_1622	1	0.3333333333333333
NC_000913.3_2780	NC_000913.3_1531	1	0.3333333333333333
NC_000913.3_2780	NC_000913.3_2173	1	0.010101010101010102
NC_000913.3_2193	NC_000913.3_2192	1	1.0
NC_000913.3_2193	NC_000913.3_2194	1	1.0
NC_000913.3_2211	NC_000913.3_602	1	0.5
NC_000913.3_1671	NC_000913.3_1672	1	1.0
NC_000913.3_82	NC_000913.3_81	1	1.0
NC_000913.3_2636	NC_000913.3_2797	1	0.030303030303030304
NC_000913.3_2304	NC_000913.3_2303	1	1.0
NC_000913.3_2386	NC_000913.3_2387	1	1.0
NC_000913.3_3324	NC_000913.3_3323	1	1.0
NC_000913.3_2472	NC_000913.3_2473	1	1.0
NC_000913.3_3586	NC_000913.3_3587	1	1.0
NC_000913.3_1789	NC_000913.3_1790	1	1.0
NC_000913.3_1366	NC_000913.3_1367	1	1.0
NC_000913.3_2214	NC_000913.3_2213	1	1.0
NC_000913.3_632	NC_000913.3_633	1	0.5
NC_000913.3_2506	NC_000913.3_2710	1	0.2
NC_000913.3_613	NC_000913.3_612	1	0.5
NC_000913.3_1292	NC_000913.3_1291	1	0.5
NC_000913.3_1292	NC_000913.3_1293	1	1.0
NC_000913.3_4252	NC_000913.3_4251	1	1.0
NC_000913.3_4252	NC_000913.3_892	1	0.5
NC_000913.3_1784	NC_000913.3_1783	1	1.0
NC_000913.3_2787	NC_000913.3_1048	1	0.25
NC_000913.3_2787	NC_000913.3_1050	1	0.25
NC_000913.3_2787	NC_000913.3_1606	1	0.25
NC_000913.3_2787	NC_000913.3_1608	1	0.25
NC_000913.3_1122	NC_000913.3_2471	1	0.5
NC_000913.3_1122	NC_000913.3_1123	1	1.0
NC_000913.3_1551	NC_000913.3_4307	1	0.3333333333333333
NC_000913.3_169	NC_000913.3_3373	1	0.2
NC_000913.3_1647	NC_000913.3_1648	1	1.0
NC_000913.3_1848	NC_000913.3_93	1	0.25
NC_000913.3_1422	NC_000913.3_2436	1	0.2
NC_000913.3_1422	NC_000913.3_4046	1	0.2
NC_000913.3_3844	NC_000913.3_3843	1	1.0
NC_000913.3_354	NC_000913.3_2987	1	0.16666666666666666
NC_000913.3_2	NC_000913.3_2065	1	0.5
NC_000913.3_1019	NC_000913.3_1020	1	1.0
NC_000913.3_1399	NC_000913.3_509	1	0.2
NC_000913.3_1399	NC_000913.3_759	1	0.2
NC_000913.3_1399	NC_000913.3_3662	1	0.2
NC_000913.3_296	NC_000913.3_2701	2	0.04
NC_000913.3_3984	NC_000913.3_4256	1	0.038461538461538464
NC_000913.3_329	NC_000913.3_330	1	1.0
NC_000913.3_1894	NC_000913.3_1895	1	1.0
NC_000913.3_4002	NC_000913.3_4003	1	1.0
NC_000913.3_134	NC_000913.3_135	1	1.0
NC_000913.3_3645	NC_000913.3_3646	1	0.5
NC_000913.3_2482	NC_000913.3_1911	1	0.05555555555555555
NC_000913.3_4247	NC_000913.3_4246	1	1.0
NC_000913.3_3566	NC_000913.3_3567	1	1.0
NC_000913.3_2481	NC_000913.3_2480	1	1.0
NC_000913.3_4283	NC_000913.3_4282	1	1.0
NC_000913.3_3713	NC_000913.3_3714	1	1.0
NC_000913.3_714	NC_000913.3_715	1	1.0
NC_000913.3_2875	NC_000913.3_1691	1	0.5
NC_000913.3_3467	NC_000913.3_2164	1	0.125
NC_000913.3_4027	NC_000913.3_4026	1	1.0
NC_000913.3_3280	NC_000913.3_3710	1	0.5
NC_000913.3_3280	NC_000913.3_3281	1	1.0
NC_000913.3_3748	NC_000913.3_3749	1	1.0
NC_000913.3_2070	NC_000913.3_2069	1	1.0
NC_000913.3_1730	NC_000913.3_1729	1	1.0
NC_000913.3_1730	NC_000913.3_1731	1	1.0
NC_000913.3_2112	NC_000913.3_2111	1	1.0
NC_000913.3_2312	NC_000913.3_2311	1	1.0
NC_000913.3_2096	NC_000913.3_2097	1	1.0
NC_000913.3_1103	NC_000913.3_1104	1	1.0
NC_000913.3_557	NC_000913.3_558	1	1.0
NC_000913.3_2956	NC_000913.3_3475	1	0.3333333333333333
NC_000913.3_4173	NC_000913.3_4174	1	1.0
NC_000913.3_3923	NC_000913.3_2256	1	0.5
NC_000913.3_679	NC_000913.3_678	1	1.0
NC_000913.3_2232	NC_000913.3_2233	1	1.0
NC_000913.3_587	NC_000913.3_368	1	0.5
NC_000913.3_587	NC_000913.3_588	1	1.0
NC_000913.3_312	NC_000913.3_313	1	1.0
NC_000913.3_1722	NC_000913.3_1723	1	1.0
NC_000913.3_3136	NC_000913.3_2173	1	0.030303030303030304
NC_000913.3_2020	NC_000913.3_2019	1	0.5
NC_000913.3_2020	NC_000913.3_2021	1	1.0
NC_000913.3_2743	NC_000913.3_2742	1	1.0
NC_000913.3_2743	NC_000913.3_1813	1	0.125
NC_000913.3_2854	NC_000913.3_2701	1	0.1
NC_000913.3_1507	NC_000913.3_4182	1	0.125
NC_000913.3_3575	NC_000913.3_1291	1	0.5
NC_000913.3_2570	NC_000913.3_2571	1	1.0
NC_000913.3_3531	NC_000913.3_3520	1	0.5
NC_000913.3_967	NC_000913.3_3904	1	1.0
NC_000913.3_967	NC_000913.3_3906	1	1.0
NC_000913.3_2836	NC_000913.3_2837	1	0.25
NC_000913.3_2000	NC_000913.3_1999	1	0.5
NC_000913.3_2000	NC_000913.3_2001	1	0.5
NC_000913.3_3251	NC_000913.3_1782	1	1.0
NC_000913.3_962	NC_000913.3_961	1	1.0
NC_000913.3_2709	NC_000913.3_2708	1	1.0
NC_000913.3_2709	NC_000913.3_2710	1	0.2
NC_000913.3_341	NC_000913.3_340	1	1.0
NC_000913.3_341	NC_000913.3_342	1	1.0
NC_000913.3_1731	NC_000913.3_1732	1	1.0
NC_000913.3_3491	NC_000913.3_3492	1	1.0
NC_000913.3_3210	NC_000913.3_548	1	0.16666666666666666
NC_000913.3_3210	NC_000913.3_3211	1	1.0
NC_000913.3_2337	NC_000913.3_1255	1	1.0
NC_000913.3_2922	NC_000913.3_1297	1	0.5
NC_000913.3_2922	NC_000913.3_327	1	0.038461538461538464
NC_000913.3_2922	NC_000913.3_3308	1	0.5
NC_000913.3_564	NC_000913.3_563	1	1.0
NC_000913.3_952	NC_000913.3_951	1	1.0
NC_000913.3_1862	NC_000913.3_1861	1	0.5
NC_000913.3_1862	NC_000913.3_3255	1	0.5
NC_000913.3_3146	NC_000913.3_3145	1	1.0
NC_000913.3_508	NC_000913.3_2308	1	0.5
NC_000913.3_508	NC_000913.3_509	1	0.5
NC_000913.3_3269	NC_000913.3_3270	1	1.0
NC_000913.3_2972	NC_000913.3_2973	1	1.0
NC_000913.3_443	NC_000913.3_442	1	1.0
NC_000913.3_1817	NC_000913.3_985	1	0.5
NC_000913.3_1817	NC_000913.3_987	1	0.5
NC_000913.3_3758	NC_000913.3_3757	1	0.5
NC_000913.3_3758	NC_000913.3_285	1	0.5
NC_000913.3_3758	NC_000913.3_973	1	0.25
NC_000913.3_927	NC_000913.3_928	1	1.0
NC_000913.3_158	NC_000913.3_2212	1	0.05555555555555555
NC_000913.3_158	NC_000913.3_3258	1	0.16666666666666666
NC_000913.3_158	NC_000913.3_3260	1	0.16666666666666666
NC_000913.3_158	NC_000913.3_2173	1	0.005050505050505051
NC_000913.3_4024	NC_000913.3_2026	1	0.5
NC_000913.3_4024	NC_000913.3_2028	1	0.5
NC_000913.3_919	NC_000913.3_918	1	1.0
NC_000913.3_919	NC_000913.3_920	1	1.0
NC_000913.3_3690	NC_000913.3_378	1	0.16666666666666666
NC_000913.3_277	NC_000913.3_2797	1	0.030303030303030304
NC_000913.3_1244	NC_000913.3_1243	1	1.0
NC_000913.3_2443	NC_000913.3_2444	1	1.0
NC_000913.3_1238	NC_000913.3_1237	1	1.0
NC_000913.3_2114	NC_000913.3_4253	1	1.0
NC_000913.3_1443	NC_000913.3_1442	1	1.0
NC_000913.3_1443	NC_000913.3_1444	1	1.0
NC_000913.3_1534	NC_000913.3_674	1	0.041666666666666664
NC_000913.3_1424	NC_000913.3_1425	1	1.0
NC_000913.3_2607	NC_000913.3_2893	1	1.0
NC_000913.3_2082	NC_000913.3_2083	1	0.5
NC_000913.3_2402	NC_000913.3_2403	1	1.0
NC_000913.3_2670	NC_000913.3_2669	1	1.0
NC_000913.3_2670	NC_000913.3_2671	1	1.0
NC_000913.3_740	NC_000913.3_741	1	1.0
NC_000913.3_2919	NC_000913.3_2920	1	0.25
NC_000913.3_4016	NC_000913.3_4015	1	1.0
NC_000913.3_4016	NC_000913.3_4017	1	0.25
NC_000913.3_1372	NC_000913.3_1371	1	1.0
NC_000913.3_1372	NC_000913.3_4219	1	0.5
NC_000913.3_3390	NC_000913.3_3391	1	1.0
NC_000913.3_769	NC_000913.3_770	1	1.0
NC_000913.3_2809	NC_000913.3_3938	1	0.16666666666666666
NC_000913.3_1835	NC_000913.3_3548	1	0.1111111111111111
NC_000913.3_1835	NC_000913.3_2292	1	0.06666666666666667
NC_000913.3_950	NC_000913.3_951	1	1.0
NC_000913.3_239	NC_000913.3_327	1	0.07692307692307693
NC_000913.3_1984	NC_000913.3_1985	1	0.5
NC_000913.3_2326	NC_000913.3_2325	1	1.0
NC_000913.3_3301	NC_000913.3_3300	1	1.0
NC_000913.3_513	NC_000913.3_514	1	1.0
NC_000913.3_2897	NC_000913.3_2898	1	1.0
NC_000913.3_4305	NC_000913.3_4306	1	1.0
NC_000913.3_988	NC_000913.3_987	1	1.0
NC_000913.3_3646	NC_000913.3_800	1	0.5
NC_000913.3_109	NC_000913.3_110	1	0.3333333333333333
NC_000913.3_3700	NC_000913.3_2145	1	0.3333333333333333
NC_000913.3_2852	NC_000913.3_674	1	0.0625
NC_000913.3_4111	NC_000913.3_4110	1	1.0
NC_000913.3_4111	NC_000913.3_4112	1	1.0
NC_000913.3_1294	NC_000913.3_1293	1	1.0
NC_000913.3_2799	NC_000913.3_2798	1	1.0
NC_000913.3_1095	NC_000913.3_1096	1	1.0
NC_000913.3_2062	NC_000913.3_470	1	0.5
NC_000913.3_909	NC_000913.3_910	1	1.0
NC_000913.3_1336	NC_000913.3_719	1	0.16666666666666666
NC_000913.3_1336	NC_000913.3_1337	1	1.0
NC_000913.3_1290	NC_000913.3_1291	1	0.5
NC_000913.3_236	NC_000913.3_399	1	0.3333333333333333
NC_000913.3_1070	NC_000913.3_1069	1	1.0
NC_000913.3_1070	NC_000913.3_2135	1	0.3333333333333333
NC_000913.3_1258	NC_000913.3_2366	1	0.25
NC_000913.3_1842	NC_000913.3_1841	1	1.0
NC_000913.3_1842	NC_000913.3_1843	1	1.0
NC_000913.3_2759	NC_000913.3_1600	1	0.25
NC_000913.3_677	NC_000913.3_678	1	1.0
NC_000913.3_3410	NC_000913.3_1434	1	1.0
NC_000913.3_2899	NC_000913.3_2898	1	1.0
NC_000913.3_2899	NC_000913.3_2900	1	1.0
NC_000913.3_1966	NC_000913.3_1967	1	1.0
NC_000913.3_848	NC_000913.3_1296	1	0.08333333333333333
NC_000913.3_482	NC_000913.3_481	1	1.0
NC_000913.3_2910	NC_000913.3_1140	1	0.125
NC_000913.3_917	NC_000913.3_918	1	1.0
NC_000913.3_2450	NC_000913.3_847	1	0.1111111111111111
NC_000913.3_2450	NC_000913.3_2451	1	1.0
NC_000913.3_2674	NC_000913.3_2673	1	1.0
NC_000913.3_2109	NC_000913.3_3387	1	0.5
NC_000913.3_250	NC_000913.3_76	1	0.3333333333333333
NC_000913.3_4206	NC_000913.3_4205	1	1.0
NC_000913.3_1481	NC_000913.3_3988	1	0.5
NC_000913.3_1481	NC_000913.3_1480	1	0.5
NC_000913.3_1481	NC_000913.3_1482	1	0.5
NC_000913.3_4235	NC_000913.3_4234	1	1.0
NC_000913.3_2779	NC_000913.3_2778	1	1.0
NC_000913.3_2637	NC_000913.3_2638	1	1.0
NC_000913.3_3412	NC_000913.3_358	1	0.05555555555555555
NC_000913.3_1723	NC_000913.3_1724	1	1.0
NC_000913.3_2207	NC_000913.3_2206	1	1.0
NC_000913.3_3068	NC_000913.3_3067	1	1.0
NC_000913.3_4145	NC_000913.3_4144	1	1.0
NC_000913.3_4145	NC_000913.3_4146	1	1.0
NC_000913.3_195	NC_000913.3_194	1	1.0
NC_000913.3_1874	NC_000913.3_1875	1	0.5
NC_000913.3_3906	NC_000913.3_1604	1	0.5
NC_000913.3_3323	NC_000913.3_3322	1	1.0
NC_000913.3_3777	NC_000913.3_358	1	0.16666666666666666
NC_000913.3_1813	NC_000913.3_2963	1	0.125
NC_000913.3_3514	NC_000913.3_1277	1	0.3333333333333333
NC_000913.3_694	NC_000913.3_693	1	1.0
NC_000913.3_694	NC_000913.3_1279	1	1.0
NC_000913.3_795	NC_000913.3_794	1	1.0
NC_000913.3_3035	NC_000913.3_3036	1	1.0
NC_000913.3_1215	NC_000913.3_1214	1	1.0
NC_000913.3_42	NC_000913.3_3037	1	0.5
NC_000913.3_42	NC_000913.3_2296	1	0.25
NC_000913.3_4102	NC_000913.3_4101	1	1.0
NC_000913.3_4102	NC_000913.3_674	1	0.125
NC_000913.3_641	NC_000913.3_3331	1	0.3333333333333333
NC_000913.3_3559	NC_000913.3_3558	1	1.0
NC_000913.3_2540	NC_000913.3_2539	1	1.0
NC_000913.3_406	NC_000913.3_1227	1	0.3333333333333333
NC_000913.3_1181	NC_000913.3_947	1	0.5
NC_000913.3_619	NC_000913.3_1131	1	1.0
NC_000913.3_700	NC_000913.3_699	1	0.5
NC_000913.3_700	NC_000913.3_3149	1	0.5
NC_000913.3_2412	NC_000913.3_2413	1	1.0
NC_000913.3_3149	NC_000913.3_3148	1	0.5
NC_000913.3_3149	NC_000913.3_3150	1	0.5
NC_000913.3_3202	NC_000913.3_2470	1	0.5
NC_000913.3_1837	NC_000913.3_1836	1	1.0
NC_000913.3_1415	NC_000913.3_2783	1	0.16666666666666666
NC_000913.3_787	NC_000913.3_786	1	1.0
NC_000913.3_2480	NC_000913.3_84	1	0.5
NC_000913.3_2835	NC_000913.3_2834	1	1.0
NC_000913.3_2299	NC_000913.3_104	1	0.5
NC_000913.3_2299	NC_000913.3_2300	1	1.0
NC_000913.3_2973	NC_000913.3_2974	1	1.0
NC_000913.3_3246	NC_000913.3_3640	1	0.125
NC_000913.3_4088	NC_000913.3_461	1	1.0
NC_000913.3_49	NC_000913.3_1701	1	0.5
NC_000913.3_3938	NC_000913.3_435	1	0.16666666666666666
NC_000913.3_4188	NC_000913.3_4105	1	0.3333333333333333
NC_000913.3_3770	NC_000913.3_3769	1	1.0
NC_000913.3_3770	NC_000913.3_3771	1	1.0
NC_000913.3_1912	NC_000913.3_1913	1	1.0
NC_000913.3_1008	NC_000913.3_1009	1	1.0
NC_000913.3_2117	NC_000913.3_2439	1	0.25
NC_000913.3_3847	NC_000913.3_3848	1	1.0
NC_000913.3_2180	NC_000913.3_2179	1	0.3333333333333333
NC_000913.3_2994	NC_000913.3_2995	1	1.0
NC_000913.3_1002	NC_000913.3_440	1	0.5
NC_000913.3_2591	NC_000913.3_2592	1	0.5
NC_000913.3_2169	NC_000913.3_3262	1	0.5
NC_000913.3_2169	NC_000913.3_3264	1	0.5
NC_000913.3_1958	NC_000913.3_1957	1	1.0
NC_000913.3_1958	NC_000913.3_1959	1	1.0
NC_000913.3_2936	NC_000913.3_3193	1	0.14285714285714285
NC_000913.3_265	NC_000913.3_264	1	0.25
NC_000913.3_265	NC_000913.3_2616	1	0.25
NC_000913.3_1460	NC_000913.3_1296	1	0.08333333333333333
NC_000913.3_3262	NC_000913.3_1911	1	0.05555555555555555
NC_000913.3_4289	NC_000913.3_4288	1	1.0
NC_000913.3_3046	NC_000913.3_2797	1	0.030303030303030304
NC_000913.3_2928	NC_000913.3_2929	1	1.0
NC_000913.3_674	NC_000913.3_2102	1	0.006944444444444444
NC_000913.3_674	NC_000913.3_999	1	0.125
NC_000913.3_674	NC_000913.3_661	1	0.0078125
NC_000913.3_674	NC_000913.3_411	1	0.015625
NC_000913.3_674	NC_000913.3_3552	1	0.0625
NC_000913.3_3736	NC_000913.3_3735	1	0.5
NC_000913.3_2711	NC_000913.3_2710	1	0.2
NC_000913.3_2711	NC_000913.3_2712	1	0.5
NC_000913.3_1257	NC_000913.3_1034	1	1.0
NC_000913.3_1989	NC_000913.3_1988	1	1.0
NC_000913.3_2858	NC_000913.3_2857	1	1.0
NC_000913.3_3197	NC_000913.3_3198	1	0.125
NC_000913.3_3197	NC_000913.3_4246	1	0.5
NC_000913.3_2187	NC_000913.3_2186	1	1.0
NC_000913.3_3221	NC_000913.3_2356	1	1.0
NC_000913.3_401	NC_000913.3_400	1	0.5
NC_000913.3_1385	NC_000913.3_1384	1	1.0
NC_000913.3_1385	NC_000913.3_661	1	0.0625
NC_000913.3_3125	NC_000913.3_719	1	0.16666666666666666
NC_000913.3_2030	NC_000913.3_2031	1	1.0
NC_000913.3_3513	NC_000913.3_1985	1	0.5
NC_000913.3_283	NC_000913.3_282	1	1.0
NC_000913.3_633	NC_000913.3_634	1	0.5
NC_000913.3_633	NC_000913.3_2009	1	0.16666666666666666
NC_000913.3_633	NC_000913.3_749	1	0.25
NC_000913.3_1140	NC_000913.3_2452	1	0.25
NC_000913.3_1140	NC_000913.3_2454	1	0.25
NC_000913.3_477	NC_000913.3_476	1	1.0
NC_000913.3_3156	NC_000913.3_3155	1	1.0
NC_000913.3_3156	NC_000913.3_3157	1	1.0
NC_000913.3_3719	NC_000913.3_3718	1	1.0
NC_000913.3_3629	NC_000913.3_3628	1	1.0
NC_000913.3_3629	NC_000913.3_3630	1	1.0
NC_000913.3_173	NC_000913.3_970	1	0.5
NC_000913.3_2532	NC_000913.3_2531	1	1.0
NC_000913.3_2532	NC_000913.3_2102	1	0.05555555555555555
NC_000913.3_2165	NC_000913.3_2164	1	0.125
NC_000913.3_903	NC_000913.3_902	1	1.0
NC_000913.3_867	NC_000913.3_868	1	1.0
NC_000913.3_983	NC_000913.3_982	1	1.0
NC_000913.3_3718	NC_000913.3_3717	1	1.0
NC_000913.3_61	NC_000913.3_3706	1	1.0
NC_000913.3_1297	NC_000913.3_2920	1	0.25
NC_000913.3_2014	NC_000913.3_2831	1	0.5
NC_000913.3_2014	NC_000913.3_2833	1	0.5
NC_000913.3_3473	NC_000913.3_1296	1	0.08333333333333333
NC_000913.3_3473	NC_000913.3_3474	1	1.0
NC_000913.3_2771	NC_000913.3_25	1	0.5
NC_000913.3_2771	NC_000913.3_2772	1	0.5
NC_000913.3_2188	NC_000913.3_2189	1	1.0
NC_000913.3_759	NC_000913.3_435	1	0.5
NC_000913.3_2338	NC_000913.3_2339	1	1.0
NC_000913.3_3684	NC_000913.3_3685	1	1.0
NC_000913.3_3951	NC_000913.3_4306	1	1.0
NC_000913.3_2719	NC_000913.3_3193	1	0.14285714285714285
NC_000913.3_4021	NC_000913.3_4020	1	0.3333333333333333
NC_000913.3_176	NC_000913.3_175	1	1.0
NC_000913.3_176	NC_000913.3_177	1	1.0
NC_000913.3_20	NC_000913.3_4288	1	1.0
NC_000913.3_511	NC_000913.3_512	1	1.0
NC_000913.3_3369	NC_000913.3_3370	1	1.0
